data_year,property_name,reporting_status,address,zip_code,chicago_energy_rating,exempt_from_chicago_energy_rating,community_area,primary_property_type,gross_floor_area,year_built,number_of_buildings,water_use,energy_star_score,electricity_use,natural_gas_use,district_steam_use,district_chilled_water_use,all_other_fuel_use,site_eui,source_eui,weather_normalized_site_eui,weather_normalized_source_eui,total_ghg_emissions,ghg_intensity,lat,lon,loc
2020,Hall Plaza,Not Submitted,4600 4650 W Diversey Ave,60639,0.0,False,HERMOSA,,53267.0,,,,,,,,,,,,,,,,41.93162302,-87.74252593,"(41.93162302, -87.74252593)"
2020,,Not Submitted,3825  N PINE GROVE AVE,60613,0.0,False,LAKE VIEW,,96636.0,,,,,,,,,,,,,,,,41.95402016,-87.6620278,"(41.95402016, -87.6620278)"
2020,DANK Haus German American Cultural Center,Submitted Data,4740 N Western Ave,60625,,True,LINCOLN SQUARE,Mixed Use Property,61042.0,1927.0,1.0,,,556057.0,3000126.4,,,,58.3,77.1,63.5,82.7,246.1,4.0,41.96811845,-87.68927436,"(41.96811845, -87.68927436)"
2020,,Submitted Data,4827 N SHERIDAN RD,60640,2.0,False,UPTOWN,Multifamily Housing,189225.0,1967.0,1.0,,48.0,2974779.6,13988381.3,,,,103.4,140.3,109.0,146.2,1207.3,7.4,41.96968174,-87.6544131,"(41.96968174, -87.6544131)"
2020,St. Demetrios Greek Orthodox Church,Submitted Data,2727 W WINONA ST,60625,4.0,False,LINCOLN SQUARE,Worship Facility,68141.0,1924.0,1.0,,67.0,400830.8,1780584.4,,,,34.5,47.4,41.0,54.1,157.1,2.5,41.97419798,-87.696868,"(41.97419798, -87.696868)"
2020,Englewood Academy HS -CPS,Submitted Data,6201 S Stewart Ave,60621,2.0,False,ENGLEWOOD,K-12 School,188800.0,1979.0,1.0,,21.0,7213052.0,12271600.2,,,,103.2,175.2,107.5,179.8,1777.5,9.4,41.78205573,-87.63426731,"(41.78205573, -87.63426731)"
2020,Carmen Marine Tenant Chicago Il,Not Submitted,5030 N Marine Dr,60640,0.0,False,UPTOWN,,397000.0,,,,,,,,,,,,,,,,41.97403176,-87.65193469,"(41.97403176, -87.65193469)"
2020,Inland Steel Building,Submitted Data,30 W Monroe,60603,3.0,False,LOOP,Office,311003.0,1958.0,1.0,,63.0,8659372.7,19525200.4,,,,93.6,148.7,98.4,153.7,2388.5,7.9,41.88108964,-87.62858918,"(41.88108964, -87.62858918)"
2020,,Submitted Data,5230 5244 N SHERIDAN RD,60640,2.5,False,EDGEWATER,Multifamily Housing,200000.0,1920.0,1.0,,57.0,2734994.3,16121333.0,,,,94.3,122.9,99.8,128.7,1283.1,6.4,41.97223008,-87.6645957,"(41.97223008, -87.6645957)"
2020,(IL279) - 212 W Washington Condo,Submitted Data,212 W Washington St,60606,2.0,False,LOOP,Multifamily Housing,344323.0,1912.0,1.0,,47.0,8344073.4,12464463.5,,,,74.9,131.2,78.1,134.4,1964.3,7.1,41.88326842,-87.63512143,"(41.88326842, -87.63512143)"
2020,Ike Sims Village,Submitted Data,3333  W MAYPOLE AVE,60624,1.0,False,EAST GARFIELD PARK,Multifamily Housing,68664.0,1981.0,1.0,,12.0,3806013.4,2429039.2,,,,90.8,192.3,93.7,198.9,723.0,10.5,41.8808242,-87.72327934,"(41.8808242, -87.72327934)"
2020,4200 N Marine Drive,Submitted Data,4200 4212 N MARINE DR,60613,1.5,False,UPTOWN,Multifamily Housing,114400.0,1957.0,1.0,,38.0,1707115.8,7366474.7,,,,79.3,109.4,84.0,114.3,657.7,5.7,41.95402016,-87.6620278,"(41.95402016, -87.6620278)"
2020,The James Hotel,Submitted Data,55 E Ontario St,60611,2.0,False,NEAR NORTH SIDE,Hotel,72000.0,2000.0,1.0,,26.0,7092609.8,6564979.8,,,,189.7,371.6,189.7,371.6,1455.6,20.2,41.89325924,-87.62587447,"(41.89325924, -87.62587447)"
2020,University Park Condominium Association,Submitted Data,1451 E 55th St,60615,4.0,False,HYDE PARK,Multifamily Housing,579783.0,1961.0,2.0,,85.0,1287153.1,48472538.7,,,,92.3,101.1,98.9,107.9,2775.5,5.1,41.79535144,-87.59076509,"(41.79535144, -87.59076509)"
2020,Parc Chestnut Condominium Association,Submitted Data,849 N Franklin St,60610,2.0,False,NEAR NORTH SIDE,Multifamily Housing,490568.0,2006.0,1.0,,41.0,11421519.7,19866551.2,,,,82.4,139.2,85.4,141.7,2837.8,7.5,41.897733,-87.635684,"(41.897733, -87.635684)"
2020,,Not Submitted,2828  N CAMBRIDGE AVE,60657,0.0,False,LAKE VIEW,,75300.0,,,,,,,,,,,,,,,,41.9398511,-87.65844752,"(41.9398511, -87.65844752)"
2020,,Submitted Data,2631 S Indiana Ave,60616,3.5,False,DOUGLAS,Multifamily Housing,247000.0,1972.0,1.0,,59.0,4511342.8,17590419.5,,,,89.5,125.9,93.9,130.5,1638.4,6.6,41.84526992,-87.62201708,"(41.84526992, -87.62201708)"
2020,Madero Middle -CPS,Submitted Data,3202 W 28th St,60623,2.0,False,SOUTH LAWNDALE,K-12 School,62071.0,1996.0,1.0,,15.0,2363458.7,3809910.0,,,,99.5,171.1,103.0,174.1,571.2,9.2,41.840909,-87.705078,"(41.840909, -87.705078)"
2020,Terra Cotta Commons Condominium,Submitted Data,1760 W Wrightwood Ave,60614,4.0,False,Lincoln Park,Multifamily Housing,63110.0,1920.0,1.0,,86.0,825649.4,1711368.1,,,,50.8,82.2,52.5,83.2,219.8,4.4,41.8842525,-87.63245,"(41.8842525, -87.63245)"
2020,,Submitted Data,110 E Delaware,60611,1.0,False,NEAR NORTH SIDE,Multifamily Housing,108587.0,1981.0,1.0,,4.0,5844800.9,1545771.6,,,,77.6,188.9,81.3,198.9,994.3,10.4,41.8992147,-87.62541324,"(41.8992147, -87.62541324)"
2020,Institute of Cultural Affairs,Submitted Data,4750 N Sheridan Rd,60640,4.0,False,UPTOWN,Office,206154.0,1921.0,1.0,,89.0,2249637.3,9225368.1,,,,66.0,90.7,70.0,94.6,926.8,5.1,41.96865627,-87.65524596,"(41.96865627, -87.65524596)"
2020,"The Blackstone, A Renaissance Hotel",Submitted Data,636 S Michigan Ave,60605,4.0,False,LOOP,Hotel,385000.0,2008.0,1.0,,99.0,6875145.0,11153711.0,,,,46.8,80.4,46.8,80.4,1665.4,4.3,41.87333117,-87.62422947,"(41.87333117, -87.62422947)"
2020,Jane Addams Elementary School,Submitted Data,10810 S Avenue H,60617,1.5,False,,K-12 School,54000.0,1948.0,1.0,,34.0,1563900.9,3503850.2,,,,81.7,129.9,92.7,144.4,430.2,6.9,41.74246,-87.58007,"(41.74246, -87.58007)"
2020,,Not Submitted,5332 5340 W Windsor,60630,0.0,False,PORTAGE PARK,,53018.0,,,,,,,,,,,,,,,,41.97200414,-87.75756578,"(41.97200414, -87.75756578)"
2020,United Center Office Building,Not Submitted,1901 W Madison St,60612,0.0,False,,,,,,,,,,,,,,,,,,,41.88125398,-87.67448493,"(41.88125398, -87.67448493)"
2020,,Submitted Data,1154  N CAMPBELL,60622,1.0,False,WEST TOWN,Multifamily Housing,52240.0,2005.0,1.0,,6.0,2329570.1,3276799.9,,,,107.6,191.0,111.8,194.8,537.6,10.3,41.90225377,-87.68447845,"(41.90225377, -87.68447845)"
2020,8522-Edgewater,Submitted Data,5201 Sheridan Rd,60640,3.5,False,EDGEWATER,Supermarket/Grocery Store,55129.0,2013.0,1.0,,55.0,9404755.4,6354424.8,,,,285.9,598.7,297.0,610.4,1805.3,32.7,41.976491,-87.654964,"(41.976491, -87.654964)"
2020,Crowne Plaza Chicago Metro,Submitted Data,733 W Madison St,60661,4.0,False,NEAR WEST SIDE,Hotel,114000.0,1968.0,1.0,,87.0,6706204.5,7115700.2,,,,69.1,131.2,71.7,136.0,1424.6,7.1,41.88176792,-87.6467544,"(41.88176792, -87.6467544)"
2020,222 West Hubbard Street,Submitted Data,222 W Hubbard St,60654,3.5,False,NEAR NORTH SIDE,Office,66095.0,1905.0,1.0,,76.0,2260402.2,1730722.9,,,,60.4,123.3,62.8,125.8,444.7,6.7,41.89022006,-87.63488473,"(41.89022006, -87.63488473)"
2020,,Submitted Data,6515 N Kenmore Ave,60660,4.0,False,Rogers Park,Library,124285.0,1930.0,1.0,,,4264045.2,3398007.0,,,,61.6,124.8,65.2,128.5,846.0,6.8,42.00094554,-87.65816364,"(42.00094554, -87.65816364)"
2020,Montgomery Place,Submitted Data,5550 S SHORE DR,60637,0.0,False,HYDE PARK,Multifamily Housing,225000.0,1991.0,1.0,,,,,,,,,,,,,,41.7937214,-87.58110439,"(41.7937214, -87.58110439)"
2020,Linne Elementary -CPS,Submitted Data,3221 N Sacramento Ave,60618,4.0,False,AVONDALE,K-12 School,105920.0,1895.0,1.0,,83.0,1690363.0,3212050.0,,,,46.3,76.5,50.4,81.4,434.4,4.1,41.94009886,-87.70193107,"(41.94009886, -87.70193107)"
2020,Durkin Park Elementary -CPS,Submitted Data,8445 S Kolin Ave,60652,3.5,False,ASHBURN,K-12 School,79722.0,1961.0,1.0,,57.0,2216222.5,2182680.0,,,,55.2,106.6,57.5,109.0,461.8,5.8,41.73937185,-87.73003923,"(41.73937185, -87.73003923)"
2020,Michigan Avenue Tower Condominium Association,Submitted Data,1250 S Michigan Ave,60605,3.5,False,NEAR SOUTH SIDE,Multifamily Housing,441181.0,2008.0,1.0,,51.0,11810740.5,14165958.4,,,,64.5,119.1,66.8,122.8,2595.7,6.4,41.8659887,-87.624587,"(41.8659887, -87.624587)"
2020,Congress Center,Submitted Data,525 W Van Buren,60607,4.0,False,NEAR WEST SIDE,Office,539738.0,2000.0,1.0,,77.0,22640612.2,,,,,42.9,120.2,44.5,124.6,3533.5,6.7,41.87630749,-87.6401831,"(41.87630749, -87.6401831)"
2020,,Submitted Data,7201-09 S Yates Blvd,60649,1.0,False,SOUTH SHORE,Multifamily Housing,101200.0,1926.0,1.0,,10.0,1340556.3,9883868.5,,,,110.9,139.6,118.0,147.1,734.2,7.3,41.76263015,-87.57255287,"(41.76263015, -87.57255287)"
2020,,Not Submitted,7235 7245 S JEFFERY BLVD,60649,0.0,False,SOUTH SHORE,,57776.0,,,,,,,,,,,,,,,,41.76259226,-87.57231648,"(41.76259226, -87.57231648)"
2020,,Submitted Data,1415  W LUNT AVE,60626,3.5,False,ROGERS PARK,Multifamily Housing,52000.0,1972.0,1.0,,80.0,837584.5,2768148.0,,,,85.9,125.0,90.7,129.4,277.8,6.6,42.01036185,-87.66829765,"(42.01036185, -87.66829765)"
2020,Library Tower Condo Assoc.,Submitted Data,520 S State St,60605,3.5,False,LOOP,Multifamily Housing,387025.0,2008.0,1.0,,72.0,7950181.2,14376343.1,,,,61.4,102.7,63.6,105.1,2004.4,5.5,41.87510719,-87.6279746,"(41.87510719, -87.6279746)"
2020,Ariel Elemenentary-CPS,Submitted Data,1119 E 46th St,60653,2.5,False,KENWOOD,K-12 School,147109.0,1893.0,1.0,,32.0,4164781.0,8226969.9,,,,84.2,138.0,89.1,141.3,1087.0,7.4,41.81098941,-87.59800845,"(41.81098941, -87.59800845)"
2020,Ravenswood Elementary -CPS,Submitted Data,4332 N Paulina St,60613,4.0,False,LAKE VIEW,K-12 School,76423.0,1915.0,1.0,,66.0,947881.0,4502900.4,,,,71.3,96.6,76.1,101.6,387.1,5.1,41.96092641,-87.6712754,"(41.96092641, -87.6712754)"
2020,"Rockefeller,Mitchell,Reynolds,Hutchinson,Zoology,Erman,Mandel,Oriental,Pres.Home",Submitted Data,5850 S Woodlawn Ave,60637,1.0,False,HYDE PARK,Museum,103012.0,1931.0,1.0,,,4468194.6,,8115450.9,7421459.9,,194.2,281.8,194.0,282.1,1627.3,15.8,41.78921164,-87.5964353,"(41.78921164, -87.5964353)"
2020,Warner Brothers,Submitted Data,2650 W Bradley Pl,60618,2.0,False,North Center,Office,275000.0,1981.0,3.0,,,14878881.9,4162790.1,,,,126.9,306.9,129.6,309.6,2543.2,17.0,41.9494826,-87.6937,"(41.9494826, -87.6937)"
2020,,Submitted Data,6628  N SHERIDAN RD,60626,4.0,False,ROGERS PARK,Residence Hall/Dormitory,85129.0,1971.0,1.0,,91.0,1479114.6,2938900.2,,,,51.9,84.9,55.8,89.0,386.9,4.5,42.01036185,-87.66829765,"(42.01036185, -87.66829765)"
2020,"Clay Elementary, Henry -CPS",Submitted Data,13221 S Burley,60633,3.0,False,HEGEWISCH,K-12 School,81950.0,1917.0,1.0,,43.0,1370731.8,5550389.7,,,,84.5,117.9,97.5,131.7,508.7,6.2,41.655086,-87.544686,"(41.655086, -87.544686)"
2020,Winston Towers II,Submitted Data,6833 N Kedzie Ave,60645,1.0,False,WEST RIDGE,Multifamily Housing,360669.0,1966.0,1.0,,27.0,6925520.8,23023027.5,,,,114.9,167.2,121.8,172.8,2303.7,8.8,42.00574707,-87.70855729,"(42.00574707, -87.70855729)"
2020,Catholic Charities: St. Leo Residence,Submitted Data,7750 S Emerald Ave,60620,1.5,False,Auburn Gresham,Multifamily Housing,67170.0,2006.0,1.0,,31.0,2413440.7,4708995.6,,,,108.5,178.3,110.4,180.3,626.8,9.5,41.73979805,-87.65349931,"(41.73979805, -87.65349931)"
2020,Churchview Manors and Churview supportive Living,Submitted Data,2626 2644 W 63RD ST,60629,1.0,False,CHICAGO LAWN,Senior Living Community,74185.0,2004.0,1.0,,25.0,2325856.1,5277976.8,,,,112.8,178.9,117.5,184.6,643.3,9.5,41.77517105,-87.71389848,"(41.77517105, -87.71389848)"
2020,Mayo Elementary -CPS,Submitted Data,245 E 37th St,60653,4.0,False,DOUGLAS,K-12 School,62750.0,1961.0,1.0,,65.0,1044686.8,3067909.7,,,,65.5,98.0,70.3,103.5,326.0,5.2,41.827401,-87.620126,"(41.827401, -87.620126)"
2020,,Submitted Data,36 50 N MENARD AVE,60644,4.0,False,AUSTIN,Multifamily Housing,91968.0,1930.0,,,82.0,927569.2,3339321.9,,,,62.8,89.8,65.6,92.6,322.1,4.7,41.88039405,-87.75826967,"(41.88039405, -87.75826967)"
2020,Hayden,Submitted Data,1109 W Washington,60607,2.5,False,NEAR WEST SIDE,Multifamily Housing,110435.0,2020.0,1.0,,38.0,3185730.0,5929664.5,,,,89.0,147.9,92.2,150.5,812.1,7.9,41.88,-87.6548399,"(41.88, -87.6548399)"
2020,,Submitted Data,720 S WELLS ST,60607,4.0,False,Loop,Multifamily Housing,563659.0,2018.0,1.0,,90.0,11644228.2,11383738.7,,,,50.6,97.9,51.9,99.4,2422.0,5.3,41.87284786,-87.63364515,"(41.87284786, -87.63364515)"
2020,"Taylor, Douglas -CPS",Submitted Data,9912 S Avenue H,60617,2.0,False,EAST SIDE,K-12 School,87628.0,1923.0,1.0,,21.0,1010667.5,9732470.2,,,,122.6,148.9,138.3,165.4,674.7,7.7,41.71516268,-87.5337866,"(41.71516268, -87.5337866)"
2020,,Not Submitted,3212 West Diversey Ave,,0.0,False,,,50000.0,,,,,,,,,,,,,,,,41.88425,-87.63245,"(41.88425, -87.63245)"
2020,Bradwell Arts & Sciences Elementary -CPS,Submitted Data,7726 S Burnham,60649,4.0,False,SOUTH SHORE,K-12 School,143266.0,1895.0,1.0,,91.0,1661189.0,4377879.9,,,,42.2,64.6,46.5,69.5,491.8,3.4,41.75447542,-87.55737916,"(41.75447542, -87.55737916)"
2020,,Submitted Data,5254  S DORCHESTER AVE,60615,1.0,False,HYDE PARK,Multifamily Housing,64000.0,1925.0,1.0,,30.0,1596529.4,6100596.2,,,,120.3,169.9,125.5,174.6,573.2,9.0,41.80224043,-87.60332678,"(41.80224043, -87.60332678)"
2020,One Museum Park East Condominium Association,Submitted Data,1211 S Prairie Ave,60605,4.0,False,NEAR SOUTH SIDE,Multifamily Housing,1151549.0,2008.0,1.0,,81.0,19781459.6,39525344.4,,,,62.3,101.7,64.7,104.3,5186.7,5.4,41.86619413,-87.62121604,"(41.86619413, -87.62121604)"
2020,Materials & Metals Building,Submitted Data,3350 S Federal Street,60616,4.0,False,DOUGLAS,College/University,68398.0,1943.0,1.0,,,8148.5,,382.1,,,0.1,0.3,0.1,0.3,1.3,0.0,41.842325,-87.62715344,"(41.842325, -87.62715344)"
2020,,Submitted Data,5724 5734 S BLACKSTONE AVE,60637,4.0,False,HYDE PARK,Multifamily Housing,52272.0,1926.0,1.0,,80.0,545864.8,3010592.1,,,,68.0,89.7,72.0,93.9,245.1,4.7,41.78046327,-87.6053081,"(41.78046327, -87.6053081)"
2020,Frazier International Magnet -CPS,Submitted Data,4027 W Grenshaw St,60624,2.5,False,NORTH LAWNDALE,K-12 School,72000.0,1966.0,1.0,,31.0,1264862.9,6140970.0,,,,102.9,138.7,110.9,147.2,523.6,7.3,41.86684246,-87.72623661,"(41.86684246, -87.72623661)"
2020,30 N LaSalle St,Submitted Data,30 N LaSalle St,60602,3.5,False,LOOP,Office,1095104.0,1974.0,1.0,,76.0,32826510.8,31469670.8,,,,58.7,114.1,62.2,117.8,6794.7,6.2,41.88284628,-87.63290243,"(41.88284628, -87.63290243)"
2020,203 N LaSalle St,Submitted Data,203 N LaSalle St,60601,4.0,False,LOOP,Office,1191631.0,1985.0,1.0,,74.0,34656715.2,400857.8,,,,53.1,147.6,55.3,153.7,5430.1,8.2,41.88606221,-87.63169041,"(41.88606221, -87.63169041)"
